ID,Account,Product,Period,Price
2913,Pyranka,Bowling Ball,4/6/2015,6.77
2914,NozyGiga,Krusty-Os,4/16/2015,7.52
2915,Global Media,Barley,2/19/2015,9.25
2916,Dailiesol,Almond Milk,2/20/2015,6.35
2917,Bradelextr,Almond Milk,4/16/2015,8.32
2918,Enlisher,Slingshot,4/23/2015,3.66
2919,Loverabbit,Hot Dog,4/13/2015,4.61
2920,Advenopy,Barley,4/22/2015,5.82
2921,Cardroug,Bowling Ball,1/21/2015,4.13
2922,GrabsWillows,Hot Dog,2/20/2015,4.9
2923,Burdtaxw,Devil Donut,4/21/2015,12.97
2924,Flakergo,Buzz Cola,4/9/2015,8.34
2925,DoubleTen,Pacifier,3/24/2015,3.2
2926,2coolGarnett,Orange Punch,4/20/2015,12.42
2927,Headlines,Barley,4/28/2015,7.25
2928,Precappl,Left-handed Scissors,1/19/2015,9.43
2929,Nordimi,Hot Dog,4/15/2015,6.15
2930,MagazineMercy,Krusty-Os,4/25/2015,5.81
2931,DudeCakeGrabs,Snow Plow,2/1/2015,11.03
2932,HulkDiagonal,Krusty-Os,1/28/2015,5.86
2933,PartyRoachMessage,Barley,3/17/2015,12.21
2934,Alessata,Slingshot,1/30/2015,3.69
2935,Genusting,Pacifier,2/9/2015,10.13
2936,Gambitches,Devil Donut,3/8/2015,9.73
2937,BiggExotic,Flower Bouquet,2/6/2015,10.33
2938,KaptainHerald,Devil Donut,2/6/2015,5.6
2939,GuyPhia,Snow Plow,2/21/2015,6.24
2940,GriffonReporter,Buzz Cola,3/16/2015,11.56
2941,MurphyFan,Almond Milk,3/4/2015,11.7
2942,Burdtaxw,Pacifier,1/24/2015,12.63
2943,PurpleShoes,Bowling Ball,3/2/2015,8.05
2944,Faxionan,Slingshot,2/23/2015,6.99
2945,CutieSpecials,Bowling Ball,3/9/2015,11.63
2946,Flakergo,Bowling Ball,1/6/2015,3.02
2947,NotePuff,Hot Dog,2/5/2015,4.33
2948,EyesWaveWaka,Slingshot,4/13/2015,9.38
2949,Bizarrestan,Saxophone Reed,4/6/2015,6.81
2950,Hubersi,Squishee,3/23/2015,10.85
2951,Eurinewh,Flower Bouquet,1/16/2015,8.68
2952,BoaFairy,Saxophone Reed,1/18/2015,8.33
2953,Portmare,Squishee,2/20/2015,9.02
2954,Enerpeop,Devil Donut,1/19/2015,8.66
2955,Quotelyco,Almond Milk,2/4/2015,10.61
2956,HenryGhoul,Almond Milk,4/18/2015,4.37
2957,Ineschic,Slingshot,4/19/2015,9.3
2958,MatterSimply,Squishee,3/24/2015,12.46
2959,Collerer,Orange Punch,2/9/2015,10.45
2960,Ladynallik,Almond Milk,3/17/2015,12.05
2961,DudeCakeGrabs,Snow Plow,2/27/2015,10.14
2962,GoldCrayon,Krusty-Os,4/12/2015,8.47
2963,Candwire,Devil Donut,2/1/2015,10.11
2964,Lutechax,Hot Dog,1/9/2015,7.23
2965,Pistarynx,Left-handed Scissors,2/2/2015,4.62
2966,Bizarrevces,Bowling Ball,1/15/2015,10.26
2967,Cochinger,Krusty-Os,1/23/2015,9.37
2968,Boxwoodet,Pacifier,1/30/2015,8.77
2969,Pathbaud,Flower Bouquet,1/18/2015,3.09
2970,GossipNight,Buzz Cola,1/8/2015,4.09
2971,Cellisti,Left-handed Scissors,4/27/2015,9.44
2972,PartyGotInspiring,Orange Punch,4/1/2015,4.82
2973,Daysseedia,Almond Milk,3/1/2015,12.73
2974,Intellba,Devil Donut,4/26/2015,8.14
2975,Hopercomni,Flower Bouquet,3/25/2015,4.83
2976,Mediaux,Krusty-Os,4/10/2015,4.39
2977,KaptainHerald,Snow Plow,1/5/2015,9.18
2978,RightBeZeether,Almond Milk,3/31/2015,4.33
2979,Inaching,Barley,4/8/2015,6.54
2980,KaptainHerald,Saxophone Reed,4/13/2015,6.63
2981,ManiakSaber,Squishee,3/28/2015,9.4
2982,Perfeho,Krusty-Os,4/29/2015,10.36
2983,Posamne,Pacifier,3/7/2015,5.07
2984,Colictor,Devil Donut,2/6/2015,8.18
2985,Famoustebl,Flower Bouquet,4/8/2015,3.64
2986,Quotelyco,Barley,2/22/2015,6.54
2987,CatHorray,Barley,1/28/2015,11.29
2988,Nordimi,Saxophone Reed,4/14/2015,9.07
2989,Chilledet,Buzz Cola,2/23/2015,4.56
2990,Remedios,Bowling Ball,1/28/2015,5.22
2991,HulkBlonde,Pacifier,3/11/2015,12.42
2992,MonBoost,Squishee,3/4/2015,12.11
2993,AboveRosa,Slingshot,1/13/2015,10.25
2994,DoggIntincr,Krusty-Os,2/14/2015,7.41
2995,Global Media,Barley,2/3/2015,11.7
2996,NayborRun,Buzz Cola,3/5/2015,7.56
2997,Namedianon,Almond Milk,2/17/2015,9.09
2998,MagazineMercy,Squishee,1/6/2015,12.22
2999,Cochinger,Orange Punch,3/12/2015,11.81
3000,Dickader,Devil Donut,2/5/2015,12.29
3001,Feathmind,Saxophone Reed,2/11/2015,12.51
3002,AboveRosa,Squishee,3/23/2015,12.81
3003,Maxieldse,Almond Milk,4/27/2015,8.92
3004,Eitelpali,Snow Plow,1/6/2015,6.31
3005,RonzUber,Left-handed Scissors,3/28/2015,6.4
3006,Bozicalyste,Saxophone Reed,3/5/2015,12.23
3007,Mundelise,Hot Dog,3/5/2015,9.57
3008,HeheBraceFizz,Pacifier,1/13/2015,7.86
3009,RatWitchHott,Slingshot,1/4/2015,9.57
3010,Gamedirsil,Saxophone Reed,1/30/2015,7.55
3011,Razualyser,Flower Bouquet,3/6/2015,6
3012,Mediaux,Pacifier,4/30/2015,10.41
3013,NewscastKenka,Squishee,3/17/2015,7.46
3014,Conspiracy,Buzz Cola,3/23/2015,11.18
3015,Capenikk,Bowling Ball,3/8/2015,5.59
3016,HeavenNarrative,Almond Milk,1/4/2015,11.09
3017,Saiyanetho,Left-handed Scissors,1/11/2015,5
3018,ShadesMoto,Buzz Cola,2/10/2015,3.29
3019,LatestPeach,Saxophone Reed,1/10/2015,6.34
3020,CleverSimple,Devil Donut,1/13/2015,3.94
3021,Hotsper,Devil Donut,1/23/2015,11.41
3022,Caperlexe,Left-handed Scissors,4/23/2015,12.34
3023,Countryboat,Bowling Ball,2/10/2015,9.08
3024,HeraldEye,Krusty-Os,4/28/2015,8.94
3025,Bizarrevces,Almond Milk,4/28/2015,11.06
3026,BoaFairy,Almond Milk,2/26/2015,5.95
3027,Laquield,Flower Bouquet,4/20/2015,11.58
3028,ForlifeDream,Saxophone Reed,4/30/2015,7.68
3029,Pistarynx,Krusty-Os,3/16/2015,7.61
3030,Shualich,Krusty-Os,2/26/2015,5.49
3031,Boardam,Left-handed Scissors,1/21/2015,10.99
3032,NayborRun,Flower Bouquet,3/3/2015,6.35
3033,Nioneenf,Barley,4/23/2015,3.49
3034,Nanosill,Flower Bouquet,1/7/2015,12.96
3035,FantasyXoxox,Bowling Ball,2/20/2015,3.81
3036,ForlifeDream,Orange Punch,4/12/2015,11.4
3037,Bizarrestan,Snow Plow,3/10/2015,6.95
3038,Greygramid,Bowling Ball,2/15/2015,12.65
3039,Bingovence,Buzz Cola,1/27/2015,6.09
3040,Mundelise,Devil Donut,3/15/2015,5.68
3041,Pinchrine,Almond Milk,2/23/2015,8.23
3042,PrestigeGlossy,Devil Donut,3/9/2015,10.84
3043,Slayerptig,Almond Milk,1/4/2015,10.43
3044,Cordlets,Squishee,4/12/2015,9.13
3045,AshKlugFluent,Devil Donut,1/17/2015,4.37
3046,Dolockar,Buzz Cola,4/7/2015,4.61
3047,Oneareratec,Barley,1/7/2015,5.94
3048,Goldencero,Krusty-Os,4/28/2015,9.23
3049,Quotelyco,Krusty-Os,4/29/2015,4.18
3050,Rincent,Hot Dog,4/19/2015,7.34
3051,Besteres,Hot Dog,4/3/2015,9.02
3052,Mcomeduset,Devil Donut,3/19/2015,6.61
3053,ManiakSaber,Almond Milk,3/14/2015,11.7
3054,BleakKid,Pacifier,3/24/2015,10.05
3055,Saleurip,Buzz Cola,3/9/2015,7.5
3056,Parkettsto,Snow Plow,2/16/2015,6.89
3057,RonzUber,Devil Donut,4/5/2015,8.37
3058,Funkimagia,Orange Punch,4/14/2015,6.52
3059,Infernoke,Left-handed Scissors,2/19/2015,9.41
3060,Feistybera,Orange Punch,3/9/2015,3.64
3061,Hansgen,Flower Bouquet,2/15/2015,6.2
3062,PlaySnoop,Pacifier,4/4/2015,10.5
3063,Actuallywo,Hot Dog,4/14/2015,6.03
3064,Remedios,Almond Milk,4/19/2015,4.05
3065,EdgyStunna,Bowling Ball,4/2/2015,6.88
3066,Gamedirsil,Devil Donut,1/26/2015,8.23
3067,Mubarnet,Squishee,1/25/2015,10.63
3068,Intincrol,Snow Plow,2/17/2015,3.94
3069,BurntFear,Pacifier,3/21/2015,5.1
3070,Legendehic,Pacifier,1/24/2015,11.48
3071,DoubleTen,Krusty-Os,3/26/2015,5.92
3072,MamaNice,Slingshot,4/18/2015,9.88
3073,NeoSing,Slingshot,4/6/2015,12.52
3074,NozyGiga,Snow Plow,3/17/2015,11.31
3075,Leradobs,Squishee,3/14/2015,5.6
3076,LaxrWord,Krusty-Os,2/20/2015,9.64
3077,Ollynden,Devil Donut,1/8/2015,9.18
3078,Goldenbrae,Saxophone Reed,3/5/2015,7.7
3079,EyesWaveWaka,Orange Punch,1/26/2015,7.09
3080,Pyranka,Left-handed Scissors,1/8/2015,10.21
3081,Bradeluxie,Devil Donut,1/24/2015,8.85
3082,Bloggerer,Left-handed Scissors,4/8/2015,5
3083,ChonePitcher,Hot Dog,2/9/2015,4.64
3084,AttractiveSizzlin,Snow Plow,3/4/2015,10.31
3085,Enlisher,Saxophone Reed,3/25/2015,4.26
3086,Choicance,Hot Dog,1/5/2015,6.31
3087,Hytermat,Krusty-Os,3/29/2015,10
3088,BurntFear,Bowling Ball,4/30/2015,10.95
3089,Bedsoft,Left-handed Scissors,1/16/2015,10.92
3090,AnnouncerNephew,Hot Dog,2/16/2015,3.84
3091,Angelstage,Krusty-Os,1/2/2015,10.82
3092,Bizarrestan,Buzz Cola,4/29/2015,3.77
3093,Logiclynn,Pacifier,1/23/2015,8.9
3094,AutLess,Hot Dog,2/26/2015,4.25
3095,GreyPlanet,Devil Donut,4/8/2015,10.54
3096,Scarypticew,Orange Punch,4/7/2015,6.52
3097,Daysseedia,Saxophone Reed,3/23/2015,10.31
3098,Prelaym,Flower Bouquet,4/5/2015,11.49
3099,Positiverc,Hot Dog,2/12/2015,7.11
3100,Bryankpi,Bowling Ball,1/6/2015,6.16
3101,Lettervest,Hot Dog,3/26/2015,3.69
3102,Intincrol,Bowling Ball,1/31/2015,5.61
3103,PeatearHiro,Snow Plow,3/29/2015,4.14
3104,RatWitchHott,Saxophone Reed,3/9/2015,11.72
3105,Grundyneti,Almond Milk,2/24/2015,8.41
3106,Cochinger,Buzz Cola,4/15/2015,4.69
3107,HanShort,Hot Dog,4/13/2015,6.72
3108,BuffyArsenal,Orange Punch,4/28/2015,10.03
3109,LordTinsTa,Almond Milk,3/25/2015,12.25
3110,Mettertbe,Barley,4/19/2015,6.48
3111,Octalogi,Pacifier,4/8/2015,3.35
3112,NumeroTroik,Barley,1/10/2015,8.46
3113,Enturis,Krusty-Os,3/30/2015,3.68
3114,Communique,Squishee,1/30/2015,4.45
3115,Conspiracy,Orange Punch,3/30/2015,11.8
3116,Guantownta,Orange Punch,2/16/2015,8.74
3117,MundeLogicLittle,Pacifier,4/19/2015,11.6
3118,PlaySnoop,Left-handed Scissors,4/4/2015,4.59
3119,Mmershpo,Krusty-Os,1/8/2015,10.26
3120,Saiyanetho,Slingshot,3/25/2015,4.07
3121,Selverac,Pacifier,3/8/2015,4.08
3122,Hansgen,Flower Bouquet,3/6/2015,12.14
3123,Chicatrisv,Saxophone Reed,2/9/2015,11.74
3124,Noticeteat,Almond Milk,2/23/2015,6.25
3125,Intincrol,Squishee,2/7/2015,11.82
3126,Boardam,Flower Bouquet,1/26/2015,6.16
3127,Pooleachou,Snow Plow,2/25/2015,5.72
3128,Mintaliers,Almond Milk,1/6/2015,5.1
3129,BabyPro,Krusty-Os,4/11/2015,9.53
3130,ForlifeLittle,Left-handed Scissors,1/10/2015,7.68
3131,Actuallywo,Krusty-Os,2/22/2015,10.94
3132,Razualyser,Snow Plow,3/19/2015,8.42
3133,LuvBleak,Snow Plow,4/6/2015,11.42
3134,Okcupercl,Squishee,1/5/2015,6.41
3135,MamaNice,Bowling Ball,2/7/2015,5.33
3136,CutieSpecials,Pacifier,3/23/2015,11.72
3137,Dustpla,Barley,3/14/2015,7.04
3138,Mintaliers,Squishee,2/4/2015,6.74
3139,Fallstaciom,Buzz Cola,3/28/2015,10.87
3140,Deepnesca,Krusty-Os,2/21/2015,10.64
3141,Rockeefl,Hot Dog,3/25/2015,8.8
3142,Medyneph,Devil Donut,2/19/2015,11.49
3143,HanShort,Snow Plow,1/12/2015,11.5
3144,Laquield,Orange Punch,4/5/2015,3.32
3145,FighterDiary,Flower Bouquet,1/7/2015,12.32
3146,BingCheerup,Almond Milk,3/27/2015,4.01
3147,HeavenNarrative,Slingshot,3/25/2015,6.46
3148,HellUpdate,Almond Milk,3/9/2015,7.54
3149,AboveRosa,Bowling Ball,3/24/2015,5.8
3150,Intincrol,Almond Milk,3/20/2015,6
3151,Advenopy,Buzz Cola,3/30/2015,11.25
3152,Ollynden,Squishee,3/18/2015,4.84
3153,Crandivx,Squishee,3/31/2015,5.64
3154,Colictor,Slingshot,3/18/2015,12.42
3155,PurpleShoes,Slingshot,1/29/2015,7.47
3156,Holyncepha,Devil Donut,4/4/2015,7.72
3157,CutieSpecials,Saxophone Reed,3/16/2015,12.09
3158,Prophecyst,Hot Dog,1/24/2015,5.17
3159,Ificoact,Barley,2/10/2015,4.18
3160,Pooleachou,Bowling Ball,3/3/2015,4.99
3161,Nicenterge,Slingshot,4/16/2015,10.12
3162,Bevectican,Almond Milk,2/8/2015,4.8
3163,GreyPlanet,Left-handed Scissors,1/22/2015,7.79
3164,Palecto,Saxophone Reed,1/19/2015,9.95
3165,Dolockar,Flower Bouquet,1/8/2015,6.89
3166,Maxieldse,Left-handed Scissors,1/15/2015,10.96
3167,Gerrics,Almond Milk,3/31/2015,11.71
3168,GriffonReporter,Buzz Cola,2/16/2015,11.21
3169,AutLess,Buzz Cola,1/3/2015,6.4
3170,Mediaux,Flower Bouquet,4/29/2015,10.68
3171,Prestigeye,Flower Bouquet,2/26/2015,7.51
3172,SnoopyTimes,Left-handed Scissors,1/6/2015,4.32
3173,Meadomark,Almond Milk,4/12/2015,6.42
3174,Bradeluxie,Buzz Cola,4/19/2015,12.59
3175,Buddyella,Barley,3/27/2015,12.92
3176,Chilledet,Saxophone Reed,2/21/2015,11.14
3177,CuriousStorm,Saxophone Reed,1/23/2015,7.93
3178,Garnetter,Snow Plow,4/17/2015,8.95
3179,Karield,Squishee,4/4/2015,4.04
3180,IsYour,Bowling Ball,3/2/2015,12.52
3181,Angelstage,Hot Dog,4/8/2015,8
3182,AutLess,Almond Milk,2/2/2015,12.4
3183,PiercePeach,Snow Plow,2/3/2015,4.3
3184,BleakKid,Barley,2/27/2015,3.42
3185,ArsenalTalk,Barley,4/6/2015,11.41
3186,Japanos,Krusty-Os,2/1/2015,12.75
3187,Intincrol,Hot Dog,4/14/2015,6.93
3188,PrimeEye,Orange Punch,4/7/2015,8.57
3189,Keeferr,Bowling Ball,3/28/2015,5.06
3190,CheeseSunset,Snow Plow,2/2/2015,11.7
3191,Muddlembler,Barley,4/26/2015,8.73
3192,Hartlinkel,Orange Punch,3/27/2015,8.27
3193,Jobbcoqu,Orange Punch,4/6/2015,4.28
3194,Muddlembler,Barley,1/30/2015,6.38
3195,HulkBlonde,Flower Bouquet,3/8/2015,11.8
3196,Euphartn,Barley,3/7/2015,10.97
3197,Candwire,Orange Punch,4/30/2015,6.75
3198,Holyncepha,Flower Bouquet,3/3/2015,12.85
3199,BristleSell,Bowling Ball,1/14/2015,8.69
3200,Doblanepm,Snow Plow,2/26/2015,11.92
3201,Ineschic,Snow Plow,3/22/2015,11.77
3202,Equancoat,Saxophone Reed,3/1/2015,12.28
3203,Bridgec,Barley,3/1/2015,6.71
3204,BugsSlayr,Krusty-Os,1/4/2015,3.73
3205,RightBeZeether,Devil Donut,3/17/2015,7.99
3206,Ronquak,Pacifier,4/15/2015,3.52
3207,Bullowerre,Orange Punch,3/26/2015,4.05
3208,BleakKid,Krusty-Os,3/25/2015,5.7
3209,FootballNot,Krusty-Os,1/20/2015,12.37
3210,Fangossen,Left-handed Scissors,1/14/2015,3.42
3211,Sheerlism,Barley,2/28/2015,9.77
3212,Blesselud,Snow Plow,3/11/2015,5.61
3213,Buckete,Snow Plow,1/10/2015,8.94
3214,Feistybera,Pacifier,3/10/2015,4.29
3215,Comiclengua,Bowling Ball,2/21/2015,10.42
3216,Cuficel,Slingshot,1/15/2015,11
3217,Remedios,Hot Dog,1/12/2015,11.39
3218,AboutWise,Snow Plow,2/8/2015,11.71
3219,Quotelyco,Devil Donut,3/15/2015,6.87
3220,BlogVod,Flower Bouquet,1/15/2015,10.71
3221,PrestigeGlossy,Orange Punch,2/5/2015,8.81
3222,ShowHead,Hot Dog,1/11/2015,11.85
3223,Saleurip,Flower Bouquet,3/17/2015,9.16
3224,Dolockar,Almond Milk,4/12/2015,9.36
3225,DayWishFear,Bowling Ball,3/16/2015,12.84
3226,Forsyncer,Devil Donut,4/9/2015,12.26
3227,GriffonReporter,Hot Dog,4/2/2015,8.56
3228,Medyneph,Squishee,4/5/2015,4.87
3229,EdgyStunna,Flower Bouquet,3/13/2015,8.97
3230,Chilledet,Saxophone Reed,4/28/2015,6.84
3231,Bevectican,Snow Plow,1/27/2015,7.47
3232,Promsdeo,Saxophone Reed,1/26/2015,4.33
3233,DigestTight,Devil Donut,4/7/2015,10.85
3234,Guantorona,Left-handed Scissors,1/17/2015,5.06
3235,ChonePitcher,Krusty-Os,1/1/2015,6.67
3236,Chilledet,Left-handed Scissors,1/21/2015,5.87
3237,Blikitbec,Hot Dog,4/14/2015,5.04
3238,Laquield,Orange Punch,2/10/2015,11.2
3239,Recipecide,Orange Punch,4/6/2015,9.89
3240,PowerSomber,Snow Plow,4/13/2015,11.77
3241,Apenguinda,Krusty-Os,1/15/2015,7.56
3242,GurlyJinPersonal,Bowling Ball,1/16/2015,3.36
3243,Grouptu,Bowling Ball,1/19/2015,3.26
3244,Fernotele,Hot Dog,2/16/2015,10.62
3245,Blesselud,Devil Donut,2/2/2015,8.68
3246,GrabsWillows,Devil Donut,1/13/2015,10.46
3247,Insideret,Krusty-Os,1/25/2015,11.32
3248,Hectakent,Pacifier,1/4/2015,3.29
3249,ChatSingFarer,Slingshot,2/23/2015,8.9
3250,AboveRosa,Almond Milk,3/19/2015,12.9
3251,HeraldEye,Pacifier,1/23/2015,6.2
3252,KiddoAnhart,Left-handed Scissors,1/24/2015,12.82
3253,Bishinve,Saxophone Reed,2/10/2015,10.46
3254,AboutWise,Left-handed Scissors,2/1/2015,10.36
3255,ChellTown,Barley,1/9/2015,8.7
3256,GoldCrayon,Bowling Ball,1/18/2015,4.89
3257,HenryGhoul,Krusty-Os,4/30/2015,11.01
3258,Saleurip,Almond Milk,2/23/2015,6.65
3259,FantasyXoxox,Orange Punch,1/19/2015,3.18
3260,PattyFreezing,Squishee,3/23/2015,8.25
3261,Shaticubed,Krusty-Os,2/4/2015,9.8
3262,PrimeEye,Left-handed Scissors,1/31/2015,3.97
3263,ListHaro,Left-handed Scissors,4/27/2015,10.13
3264,HelloGrand,Buzz Cola,1/11/2015,7.59
3265,Inesmari,Snow Plow,2/18/2015,8.34
3266,Enturis,Left-handed Scissors,3/16/2015,10.25
3267,Latinament,Saxophone Reed,3/3/2015,8.62
3268,Isergoba,Bowling Ball,4/26/2015,11.96
3269,RomanceNephew,Bowling Ball,3/13/2015,10.56
3270,ArsenalTalk,Bowling Ball,1/4/2015,4.4
3271,Ollynden,Barley,1/18/2015,7.73
3272,HulkDiagonal,Barley,3/27/2015,6.91
3273,Rock4me,Flower Bouquet,4/15/2015,7.39
3274,Rincent,Pacifier,4/28/2015,11.29
3275,NekoAngelic,Devil Donut,4/21/2015,5.38
3276,Farercashop,Pacifier,3/6/2015,12.1
3277,PartyGotInspiring,Slingshot,1/15/2015,7.19
3278,Animorror,Barley,1/20/2015,7.29
3279,Doblanepm,Devil Donut,2/6/2015,9.84
3280,ForlifeLittle,Barley,4/16/2015,4.96
3281,Pooleachou,Pacifier,1/1/2015,9.13
3282,Enturis,Saxophone Reed,1/7/2015,6.74
3283,HomeySchool,Almond Milk,1/16/2015,12.88
3284,PrimeEye,Slingshot,2/23/2015,8.04
3285,Palecto,Hot Dog,4/21/2015,8.53
3286,BuffyArsenal,Hot Dog,1/15/2015,8.18
3287,Mdogglectus,Hot Dog,1/27/2015,11.03
3288,Lacegere,Snow Plow,1/22/2015,8.5
3289,JournalKnot,Snow Plow,2/24/2015,7.46
3290,PartyBright,Almond Milk,2/28/2015,4.97
3291,Insideally,Bowling Ball,4/21/2015,3.96
3292,Nioneenf,Orange Punch,4/14/2015,4.3
3293,Mithelle,Pacifier,2/21/2015,9.53
3294,Ensererry,Hot Dog,3/13/2015,3.1
3295,Shualich,Krusty-Os,1/6/2015,3.04
3296,EyesWaveWaka,Slingshot,2/12/2015,4.56
3297,Bradeluxie,Krusty-Os,3/7/2015,8.06
3298,Cardroug,Snow Plow,3/10/2015,12.79
3299,Heaticel,Flower Bouquet,1/17/2015,4.42
3300,Nozyforbox,Devil Donut,2/17/2015,9.4
3301,Caperlexe,Saxophone Reed,2/7/2015,6.9
3302,PartyGotInspiring,Barley,1/1/2015,3.64
3303,Karield,Krusty-Os,3/21/2015,9.13
3304,PopularTwinkle,Almond Milk,1/23/2015,10.47
3305,Mudsalib,Devil Donut,3/15/2015,9.39
3306,Gamedirsil,Left-handed Scissors,3/24/2015,8.78
3307,Lacegere,Almond Milk,1/12/2015,9.71
3308,Intincrol,Bowling Ball,4/4/2015,4.28
3309,LiveStargal,Pacifier,2/19/2015,3.13
3310,OneHelp,Slingshot,2/19/2015,4.71
3311,Inaching,Orange Punch,4/3/2015,4.52
3312,HeavenNarrative,Pacifier,1/10/2015,8.47
3313,Cimballe,Krusty-Os,2/9/2015,4.39
3314,JimForlife,Almond Milk,1/11/2015,10.74
3315,SnoopyTimes,Flower Bouquet,4/4/2015,10.72
3316,Palecto,Buzz Cola,2/8/2015,8.18
3317,Blognasona,Bowling Ball,2/7/2015,6.66
3318,Mazdobatu,Left-handed Scissors,3/1/2015,7.87
3319,Loverabbit,Squishee,3/10/2015,6.85
3320,HanShort,Bowling Ball,1/8/2015,8.72
3321,Solidlynnet,Devil Donut,2/19/2015,10.74
3322,Pistarynx,Almond Milk,2/14/2015,5.1
3323,Farercashop,Devil Donut,4/24/2015,5.78
3324,FunkyFreexRing,Pacifier,2/15/2015,10.7
3325,NoticeSports,Squishee,1/21/2015,4.43
3326,HanShort,Slingshot,2/5/2015,6.89
3327,BlueDev,Flower Bouquet,3/1/2015,6.71
3328,Posamne,Almond Milk,1/10/2015,3.51
3329,AutLess,Flower Bouquet,3/16/2015,12.77
3330,Equancoat,Snow Plow,4/24/2015,5.7
3331,Horrayerex,Buzz Cola,2/5/2015,12.8
3332,NozyGiga,Devil Donut,3/14/2015,5.93
3333,BabyPro,Saxophone Reed,4/20/2015,8.4
3334,BoaFairy,Bowling Ball,2/6/2015,11.08
3335,Guantorona,Krusty-Os,2/12/2015,11.66
3336,Devonalchem,Hot Dog,3/31/2015,3.29
3337,NotePuff,Bowling Ball,4/4/2015,10.25
3338,Advenopy,Devil Donut,2/15/2015,4.33
3339,MamaNice,Snow Plow,4/21/2015,5.33
3340,Heaticel,Squishee,4/24/2015,12.86
3341,RatHunterCrescent,Orange Punch,4/21/2015,6.87
3342,Facerust,Barley,2/15/2015,10.67
3343,BrainyZollo,Slingshot,3/29/2015,9.83
3344,BrainyZollo,Pacifier,3/14/2015,4.32
3345,Notusetti,Snow Plow,3/24/2015,3.08
3346,Enlisher,Buzz Cola,1/16/2015,3.41
3347,BauerPure,Pacifier,3/22/2015,9.71
3348,Networker,Snow Plow,3/15/2015,6.75
3349,ArsenalTalk,Hot Dog,1/27/2015,9.85
3350,Inaching,Left-handed Scissors,1/27/2015,11.11
3351,ApenguinInca,Snow Plow,3/12/2015,11.3
3352,LuvBleak,Barley,3/23/2015,3.34
3353,Deepnesca,Buzz Cola,1/31/2015,9.05
3354,Okcupercl,Barley,3/3/2015,10.64
3355,ListHaro,Pacifier,1/27/2015,12.87
3356,Flakergo,Snow Plow,3/19/2015,10.51
3357,ManiakSaber,Buzz Cola,3/7/2015,6.89
3358,Adsmanda,Flower Bouquet,1/28/2015,4.99
3359,Gerystat,Barley,2/17/2015,9.79
3360,BuffyArsenal,Barley,1/28/2015,6.95
3361,Buddyella,Bowling Ball,4/11/2015,5.12
3362,NoticeSports,Hot Dog,2/27/2015,6.48
3363,Greentgro,Buzz Cola,4/18/2015,5.79
3364,Expeline,Krusty-Os,4/8/2015,8.77
3365,HelloGrand,Squishee,2/12/2015,10.63
3366,Richisulse,Barley,3/21/2015,7.71
3367,Eurinewh,Pacifier,2/17/2015,9.77
3368,Hanglober,Bowling Ball,3/21/2015,8.19
3369,PattyFreezing,Slingshot,4/20/2015,9.33
3370,Bishinve,Snow Plow,4/16/2015,11.17
3371,DeckTruck,Barley,1/4/2015,6.28
3372,Fernotele,Saxophone Reed,4/23/2015,7.75
3373,Nepheworma,Flower Bouquet,1/9/2015,5.31
3374,Bizarrestan,Squishee,4/27/2015,7.45
3375,Earthamackb,Saxophone Reed,4/16/2015,8.72
3376,Pathours,Orange Punch,1/30/2015,4.96
3377,Footballee,Devil Donut,4/27/2015,9.17
3378,Equancoat,Orange Punch,4/22/2015,9.87
3379,Fangossen,Devil Donut,1/20/2015,12.87
3380,InloveDiary,Saxophone Reed,1/17/2015,11.83
3381,HeheBraceFizz,Almond Milk,1/19/2015,6.34
3382,AnnouncerNephew,Hot Dog,2/7/2015,9.72
3383,Docunche,Left-handed Scissors,1/31/2015,3.74
3384,Portmare,Orange Punch,4/12/2015,12.55
3385,GurlyJinPersonal,Snow Plow,1/8/2015,5.1
3386,BugsSlayr,Left-handed Scissors,3/6/2015,7.32
3387,PeatearHiro,Bowling Ball,2/14/2015,11.04
3388,Gambitches,Bowling Ball,4/18/2015,9.97
3389,Pooleachou,Pacifier,2/14/2015,5.71
3390,BizarrePinch,Left-handed Scissors,3/6/2015,10.97
3391,Emachere,Squishee,3/16/2015,4.54
3392,Diaryptor,Krusty-Os,3/22/2015,9.41
3393,Ificoact,Buzz Cola,4/22/2015,8.55
3394,Pathours,Squishee,2/22/2015,9.89
3395,Funnynanome,Orange Punch,4/24/2015,7.88
3396,Insideret,Orange Punch,2/4/2015,12.8
3397,Angelstage,Orange Punch,4/26/2015,9.9
3398,AboveRosa,Hot Dog,2/21/2015,4.59
3399,Firstrous,Devil Donut,1/29/2015,3.92
3400,Alcheri,Almond Milk,2/9/2015,3.94
3401,Ronquak,Snow Plow,4/26/2015,10.57
3402,MatrixAmerica,Buzz Cola,1/1/2015,6.42
3403,Adminte,Bowling Ball,3/4/2015,8.47
3404,Kenkatani,Devil Donut,1/12/2015,11.64
3405,Farercashop,Pacifier,4/8/2015,7.71
3406,Farercashop,Hot Dog,1/9/2015,3.1
3407,Nozyforbox,Buzz Cola,1/29/2015,11.96
3408,Nediumpm,Squishee,2/17/2015,7.25
3409,RomanceNephew,Hot Dog,2/24/2015,6.44
3410,Deepnesca,Left-handed Scissors,4/2/2015,7.26
3411,Bingovence,Orange Punch,4/25/2015,9.34
3412,Firectored,Pacifier,2/12/2015,10.89
